"server name","server id","latency","jitter","packet loss","download","upload","download bytes","upload bytes","share url","download server count","p2p","time"
"Alice server","1001","11.713","0.978","0.0","1283923","127682","5551424","550112","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 03:10:00"
"Alice server","1001","11.684000000000001","1.162","0.0","1282575","127198","7975552","563424","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 03:20:00"
"Unknown server","1003","11.719000000000001","1.516","0.0","1287447","127768","7823762","551776","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 03:30:00"
"Alice server","1001","11.776","0.9129999999999999","0.0","1282544","127461","5415232","537152","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 03:40:00"
"Bob server","1002","10.767000000000001","1.865","0.0","1277035","126653","8725792","573376","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 03:50:00"
"Alice server","1001","11.755999999999998","1.125","0.0","1286210","127710","8130240","514336","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 04:00:00"
"Alice server","1001","11.657","1.5730000000000002","0.0","1284400","127131","5699520","534496","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 04:10:00"
"Alice server","1001","11.55","1.219","0.0","1282746","128699","7859520","476832","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 04:20:00"
"Alice server","1001","11.765999999999998","1.055","0.0","1282253","127455","5685120","509792","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 04:30:00"
"Bob server","1002","11.832","2.342","0.0","1288678","127571","7334752","474016","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 04:40:00"
"Bob server","1002","12.113","1.3119999999999998","0.0","1277603","127530","8814720","512896","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 04:50:00"
"Alice server","1001","11.574000000000002","1.062","0.0","1278166","124242","9190080","488416","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 05:00:00"
"Alice server","1001","17.545","2.964","0.0","1278773","129020","5278076","1341346","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 05:10:00"
"Alice server","1001","9.095","2.338","0.0","1279475","126635","5126400","548672","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 05:20:00"
"Alice server","1001","15.727","1.025","0.0","1289939","129427","4664036","854240","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 05:30:00"
"Alice server","1001","11.579","0.14400000000000002","0.0","1282533","126197","8354880","610592","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 05:40:00"
"Alice server","1001","11.312999999999999","1.156","0.0","1290200","126751","5293440","533120","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 05:50:00"
"Alice server","1001","11.786","1.524","0.0","1286858","122625","5554080","675616","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 06:00:00"
"Alice server","1001","11.675999999999998","2.39","0.0","1281763","126106","7714080","544352","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 06:10:00"
"Alice server","1001","11.623","0.981","0.0","1295284","127182","8247968","550112","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 06:20:00"
"Alice server","1001","11.644","1.083","0.0","1289204","125564","8491680","516992","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 06:30:00"
"Alice server","1001","11.569","1.18","0.0","1283820","128053","5166720","538592","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 06:40:00"
"Alice server","1001","10.883","2.103","0.0","1293396","128205","8493952","504256","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 06:50:00"
"Bob server","1002","11.659","1.8980000000000001","0.0","1284307","125971","5695200","582944","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 07:00:00"
"Alice server","1001","11.38","1.331","0.0","1283632","127374","5542560","789152","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 07:10:00"
"Alice server","1001","11.729000000000001","1.2590000000000001","0.813008","1291895","127655","7996320","550112","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 07:20:00"
"Alice server","1001","11.574000000000002","1.98","0.0","1283452","128478","5556576","500864","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 07:30:00"
"Unknown server","1003","11.773","0.973","0.0","1275343","125623","7715520","529952","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 07:40:00"
"Alice server","1001","11.513","3.181","0.0","1280736","127142","9737664","537376","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 07:50:00"
"Alice server","1001","11.114","54.648999999999994","5.7613199999999996","1275965","126941","18645920","535936","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 08:00:00"
"Alice server","1001","11.677","1.117","0.0","1273193","128451","5650560","515264","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 08:10:00"
"Alice server","1001","11.59","1.122","0.0","1289707","127505","7470112","522688","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 08:20:00"
"Alice server","1001","11.623","0.909","0.0","1290619","127939","4817632","830432","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 08:30:00"
"Alice server","1001","11.147","2.575","0.0","1283282","126840","7993440","665312","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 08:40:00"
"Alice server","1001","11.585999999999999","0.087","0.0","1283978","126833","5536800","521248","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 08:50:00"
"Alice server","1001","12.867","212.215","0.0","1287775","112199","5057280","1320648","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 09:00:00"
"Alice server","1001","11.002","1.871","0.0","1284973","127436","5300256","524192","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 09:10:00"
"Alice server","1001","11.546","1.173","0.0","1293212","124544","11382592","935968","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 09:20:00"
"Alice server","1001","11.699000000000002","1.034","0.0","1287710","124277","7635712","564512","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 09:30:00"
"Alice server","1001","9.806000000000001","0.96","0.0","1215422","124844","9299744","830912","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 09:40:00"
"Alice server","1001","11.508","1.216","0.0","1281449","126022","5412960","900032","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 09:50:00"
"Unknown server","1003","11.48","2.093","0.0","1283068","127789","5403712","512608","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 10:00:00"
"Bob server","1002","11.747","11.247","0.0","1225548","127134","10654784","524192","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 10:10:00"
"Bob server","1002","11.595","55.328","0.0","1240016","127099","8817952","561632","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 10:20:00"
"Alice server","1001","11.585","1.3780000000000001","0.0","1282058","127403","8627872","512672","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 10:30:00"
"Unknown server","1003","11.657","1.028","0.0","1289166","127536","5564160","538528","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 10:40:00"
"Alice server","1001","10.862","1.2830000000000001","0.0","1263720","126950","5716192","535360","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 10:50:00"
"Alice server","1001","11.411","2.359","0.0","1267937","127075","8619840","472352","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 11:00:00"
"Alice server","1001","11.235999999999999","2.101","0.0","1278985","126919","10497600","1224256","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 11:10:00"
"Alice server","1001","11.425","1.636","0.0","1286165","126758","5436256","547232","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 11:20:00"
"Alice server","1001","11.727","1.025","0.0","1288377","129913","7617140","995424","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 11:30:00"
"Alice server","1001","11.013","1.579","0.0","1285551","128924","8281440","580576","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 11:40:00"
"Alice server","1001","10.835","1.4069999999999998","0.0","1279943","126263","5676480","581792","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 11:50:00"
"Bob server","1002","10.866","24.941","0.0","1142969","123920","14397952","709952","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 12:00:00"
"Bob server","1002","11.452","1.1420000000000001","0.0","1269547","127588","8736480","528448","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 12:10:00"
"Bob server","1002","11.526","1.579","0.0","1272466","127830","10373760","475232","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 12:20:00"
"Alice server","1001","11.409","1.359","0.0","1281011","127164","8218304","537152","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 12:30:00"
"Alice server","1001","11.442","1.141","0.0","1285013","126731","8115840","811343","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 12:40:00"
"Alice server","1001","11.468","1.171","0.0","1283828","129857","5414400","885480","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 12:50:00"
"Alice server","1001","11.687000000000001","1.107","0.0","1286636","126726","5564992","534272","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 13:00:00"
"Bob server","1002","11.619000000000002","1.024","0.0","1286100","127980","5538496","767552","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 13:10:00"
"Alice server","1001","11.698","0.972","0.0","1276979","126545","5522400","534272","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 13:20:00"
"Alice server","1001","11.793","1.237","0.0","1285234","127313","5408640","535712","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 13:30:00"
"Alice server","1001","11.615","1.0490000000000002","0.0","1289089","128357","5555520","781952","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 13:40:00"
"Alice server","1001","15.728","1.052","0.0","1283949","129757","5296640","867092","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 13:50:00"
"Alice server","1001","11.658","1.156","0.0","1269666","127403","5135040","498208","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 14:00:00"
"Alice server","1001","11.697000000000001","1.547","0.0","1280154","128056","9614880","476896","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 14:10:00"
"Alice server","1001","11.727","1.004","0.0","1287944","124362","8114400","887296","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 14:20:00"
"Alice server","1001","11.642999999999999","1.02","0.0","1290684","127930","9910912","527072","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 14:30:00"
"Unknown server","1003","11.487","0.11199999999999999","0.0","1283242","127955","7865280","881056","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 14:40:00"
"Bob server","1002","11.692","1.07","0.0","1278494","127053","5551200","535936","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 14:50:00"
"Alice server","1001","10.722000000000001","0.772","0.0","1284212","127265","5698304","524192","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 15:00:00"
"Alice server","1001","11.662","1.122","0.0","1283188","127003","7626240","522976","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 15:10:00"
"Alice server","1001","15.731","1.005","0.0","1288460","130027","7898456","1018539","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 15:20:00"
"Bob server","1002","11.58","1.057","0.0","1285616","127829","5425920","537376","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 15:30:00"
"Alice server","1001","11.759","1.02","0.0","1293301","127242","4674240","524192","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 15:40:00"
"Bob server","1002","11.748","0.9570000000000001","0.0","1279659","127596","8222400","512672","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 15:50:00"
"Alice server","1001","11.77","0.968","0.0","1282530","127483","9972916","525632","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 16:00:00"
"Alice server","1001","11.65","1.1320000000000001","0.0","1289301","127014","4793760","535712","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 16:10:00"
"Alice server","1001","11.82","0.935","0.0","1275076","127990","7289760","475456","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 16:20:00"
"Alice server","1001","11.494000000000002","0.371","0.0","1284794","128507","5543392","527072","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 16:30:00"
"Alice server","1001","11.047","1.369","1.20482","1286605","127216","5434560","548672","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 16:40:00"
"Alice server","1001","11.764000000000001","1.182","0.0","1283341","126960","7977600","851072","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 16:50:00"
"Alice server","1001","11.787","0.97","0.0","1288299","127837","5446080","473728","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 17:00:00"
"Alice server","1001","11.675","1.121","0.0","1273893","126941","5518080","535936","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 17:10:00"
"Alice server","1001","11.58","1.077","0.0","1286668","127757","5430240","512672","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 17:20:00"
"Alice server","1001","11.727","1.02","0.0","1274032","127355","5398560","524192","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 17:30:00"
"Alice server","1001","11.616","1.0070000000000001","0.0","1289821","127576","10896480","524192","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 17:40:00"
"Alice server","1001","11.702","1.0490000000000002","0.0","1286738","127840","7226752","551264","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 17:50:00"
"Alice server","1001","11.759","1.005","0.0","1282470","127927","5398560","538304","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 18:00:00"
"Alice server","1001","11.67","1.072","0.0","1282796","127588","5412960","538592","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 18:10:00"
"Bob server","1002","11.764000000000001","0.963","0.0","1286190","127637","5153760","538592","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 18:20:00"
"Unknown server","1003","11.495","1.093","0.0","1277956","127681","8528834","488192","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 18:30:00"
"Alice server","1001","11.772","0.9790000000000001","0.0","1295665","127432","10870560","514112","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 18:40:00"
"Alice server","1001","19.339000000000002","0.11800000000000001","0.0","1284725","130059","7091636","939732","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 18:50:00"
"Unknown server","1003","11.690999999999999","1.094","0.0","1281862","127396","8235360","538592","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 19:00:00"
"Alice server","1001","11.517999999999999","0.138","0.0","1292149","128149","8639648","514048","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 19:10:00"
"Alice server","1001","11.615","0.142","0.0","1283146","127453","7974112","524544","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 19:20:00"
"Alice server","1001","11.777999999999999","1.425","0.0","1293581","126989","6986272","535712","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 19:30:00"
"Alice server","1001","11.761","1.01","0.0","1247866","125771","7706176","659552","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 19:40:00"
"Alice server","1001","11.805","1.02","0.0","1285528","127576","9033952","535712","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 19:50:00"
"Alice server","1001","11.575999999999999","0.08","0.0","1283396","127262","5703232","548672","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 20:00:00"
"Alice server","1001","11.495","0.1","0.0","1283512","127437","5410080","548672","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 20:10:00"
"Alice server","1001","11.417","0.131","0.0","1287899","128329","7719840","541184","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 20:20:00"
"Alice server","1001","11.725","1.0090000000000001","0.0","1288420","127236","8377920","535648","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 20:30:00"
"Alice server","1001","11.526","1.072","0.0","1296841","127212","10199520","535712","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 20:40:00"
"Alice server","1001","11.712","1.02","0.0","1281663","128672","5536800","476384","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 20:50:00"
"Alice server","1001","11.743","1.015","1.7094","1282413","127072","7601152","523904","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 21:00:00"
"Alice server","1001","11.722999999999999","1.0270000000000001","0.0","1285500","127568","7979040","538592","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 21:10:00"
"Alice server","1001","11.705","1.03","0.0","1293435","127099","8256576","519872","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 21:20:00"
"Alice server","1001","11.707","1.0959999999999999","0.0","1287807","120660","5052960","1747459","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 21:30:00"
"Alice server","1001","11.814","0.943","0.0","1284641","127091","8743328","522464","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 21:40:00"
"Alice server","1001","11.837","1.004","0.714286","1277146","127895","9124064","475456","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 21:50:00"
"Alice server","1001","11.392999999999999","3.878","2.8169","1308477","127308","9195776","511168","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 22:00:00"
"Alice server","1001","10.852","1.959","0.0","1289678","128537","4927680","527136","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 22:10:00"
"Alice server","1001","11.686","1.043","0.0","1294252","127778","8408160","536864","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 22:20:00"
"Alice server","1001","11.745","0.9640000000000001","0.0","1284100","127548","5680192","524192","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 22:30:00"
"Alice server","1001","11.769","0.9990000000000001","0.0","1286809","127434","7989120","473792","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 22:40:00"
"Alice server","1001","11.499","1.355","0.0","1281716","127189","8375040","548896","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 22:50:00"
"Alice server","1001","10.602","2.017","0.0","1293526","127501","7598272","525856","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-08 23:00:00"
"Alice server","1001","11.799000000000001","1.018","0.0","1289317","127724","8223840","551488","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 23:10:00"
"Alice server","1001","11.667","0.983","9.33333","1291013","126544","9779232","688576","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 23:20:00"
"Alice server","1001","11.79","0.992","0.0","1286373","127771","5177632","525632","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 23:30:00"
"Alice server","1001","11.786","0.927","0.0","1283659","127135","7610400","1638191","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 23:40:00"
"Alice server","1001","15.722000000000001","1.364","0.0","1286325","129783","7115912","1158635","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-08 23:50:00"
"Alice server","1001","11.674000000000001","1.1320000000000001","0.0","1277085","126750","7669088","663584","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 00:00:00"
"Alice server","1001","9.577","155.606","20.2703","973555","125879","13527537","707072","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 00:10:00"
"Alice server","1001","11.815","0.975","0.0","1282350","128381","11119680","527072","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 00:20:00"
"Alice server","1001","11.712","1.128","1.2987","1283593","127571","5420160","537152","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 00:30:00"
"Alice server","1001","11.626","1.105","0.0","1288389","127074","8928832","799232","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 00:40:00"
"Alice server","1001","11.752","1.037","0.0","1281839","127027","8760352","535712","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 00:50:00"
"Unknown server","1003","11.742","0.98","0.0","1282158","127162","5545440","938799","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 01:00:00"
"Alice server","1001","11.645999999999999","1.015","0.0","1272537","130477","10068994","522976","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 01:10:00"
"Alice server","1001","11.645","107.725","1.1764700000000001","1273785","127487","5534752","527072","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 01:20:00"
"Alice server","1001","11.758","1.14","0.0","1286591","127218","6445440","535712","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 01:30:00"
"Alice server","1001","11.634","1.183","0.0","1292675","127785","8766720","563008","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 01:40:00"
"Alice server","1001","11.689","0.9670000000000001","0.0","1287308","127166","5184000","712832","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 01:50:00"
"Unknown server","1003","12.942","109.009","16.5541","1159158","126314","16634210","687136","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 02:00:00"
"Alice server","1001","11.731","0.9390000000000001","0.0","1279903","129766","9247680","985728","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 02:10:00"
"Alice server","1001","10.645","1.535","0.0","1268235","128127","5364000","1042592","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 02:20:00"
"Alice server","1001","11.735999999999999","0.981","0.0","1285212","127922","7850880","540032","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 02:30:00"
"Alice server","1001","10.785","56.489","1.2987","1281643","126396","6394064","715936","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 02:40:00"
"Alice server","1001","11.719000000000001","1.507","1.20482","1280858","127496","5379840","537376","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 02:50:00"
"Alice server","1001","11.772","0.9790000000000001","0.0","1273903","127155","8953920","470848","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 03:00:00"
"Alice server","1001","11.625","1.198","0.0","1284014","128086","10550880","512608","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 03:10:00"
"Alice server","1001","10.537","1.2790000000000001","0.0","1282566","127436","10375200","538592","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 03:20:00"
"Alice server","1001","11.755","0.961","0.0","1289660","127683","4790272","537152","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 03:30:00"
"Alice server","1001","11.597000000000001","1.077","0.0","1279202","127692","7830720","538592","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 03:40:00"
"Bob server","1002","11.595999999999998","1.082","0.0","1288532","125139","5697472","567392","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 03:50:00"
"Bob server","1002","11.793","0.981","0.0","1283721","127551","7600320","541472","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 04:00:00"
"Unknown server","1003","10.332","3.178","32.5843","1215180","203602","10959232","2421520","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 04:10:00"
"Alice server","1001","10.167","2.229","0.0","1277815","127130","9370080","537280","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 04:20:00"
"Alice server","1001","11.772","0.973","0.0","1290259","128607","7728480","476896","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 04:30:00"
"Alice server","1001","11.963","156.27700000000002","16.2304","1288601","126809","12008352","799232","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 04:40:00"
"Alice server","1001","11.11","2.932","0.0","1278228","124832","5665792","1447392","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-09 04:50:00"
"Alice server","1001","11.751","2.456","0.0","1277777","127021","7950464","799968","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-09 05:00:00"
